QueryId,Iteration,DocId,Relevance
Q10,1,T00082.txt,0
Q10,1,C00221.txt,0
Q10,1,C00921.txt,0
Q10,1,P_1836.txt,0
Q10,1,P_157.txt,0
Q10,1,P06076.txt,0
Q10,1,P_501.txt,0
Q11,1,P_139.txt,1
Q11,1,D00806.txt,0
Q11,1,P_190.txt,0
Q11,1,P04053.txt,0
Q11,1,C00957.txt,0
Q11,1,D00113.txt,0
Q11,1,P_501.txt,0
Q11,1,P_205.txt,0
Q11,1,P06076.txt,0
Q11,1,P_157.txt,0
Q12,1,P_1897.txt,1
Q12,1,P02011.txt,1
Q12,1,P_1963.txt,1
Q12,1,P_1421.txt,1
Q12,1,P_1432.txt,1
Q12,1,P06071.txt,1
Q12,1,L00441.txt,1
Q12,1,P_795.txt,1
Q12,1,P_732.txt,1
Q12,1,P_836.txt,1
Q13,1,P_963.txt,1
Q13,1,C00533.txt,0
Q13,1,P_205.txt,0
Q13,1,T00082.txt,0
Q13,1,C00221.txt,0
Q13,1,C00921.txt,0
Q13,1,P_1836.txt,0
Q13,1,P_157.txt,0
Q13,1,P06076.txt,0
Q13,1,P_501.txt,0
Q14,1,P_1023.txt,1
Q14,1,P_2.txt,1
Q14,1,P_752.txt,1
Q14,1,P_865.txt,1
Q14,1,P_760.txt,1
Q14,1,P_962.txt,1
Q14,1,P_957.txt,1
Q14,1,P_864.txt,1
Q14,1,P_1027.txt,1
Q14,1,P_1706.txt,1
Q15,1,D00174.txt,1
Q15,1,P_1582.txt,1
Q15,1,P_1973.txt,1
Q15,1,L00165.txt,1
Q15,1,P_1138.txt,1
Q15,1,P03017.txt,1
Q15,1,P_1539.txt,1
Q15,1,D00524.txt,1
Q15,1,P_736.txt,1
Q15,1,P_1615.txt,1
Q16,1,D00328.txt,1
Q16,1,L00024.txt,1
Q16,1,P_1094.txt,1
Q16,1,P_1582.txt,1
Q16,1,C00921.txt,0
Q16,1,C00597.txt,0
Q16,1,L00156.txt,0
Q16,1,T00082.txt,0
Q16,1,C00221.txt,0
Q16,1,C00533.txt,0
Q17,1,P_1010.txt,1
Q17,1,P_1174.txt,1
Q17,1,P_1178.txt,1
Q17,1,P_1709.txt,1
Q17,1,P_962.txt,1
Q17,1,P_1132.txt,1
Q17,1,P_957.txt,1
Q17,1,P_1701.txt,1
Q17,1,P_951.txt,1
Q17,1,P_1867.txt,0
Q18,1,P02044.txt,1
Q18,1,C00533.txt,0
Q18,1,P_157.txt,0
Q18,1,L00156.txt,0
Q18,1,T00082.txt,0
Q18,1,C00221.txt,0
Q18,1,C00921.txt,0
Q18,1,P_1836.txt,0
Q18,1,P06076.txt,0
Q18,1,P_35.txt,0
Q19,1,R00500.txt,1
Q19,1,C00533.txt,0
Q19,1,P_157.txt,0
Q19,1,C00597.txt,0
Q19,1,L00156.txt,0
Q19,1,T00082.txt,0
Q19,1,C00221.txt,0
Q19,1,C00921.txt,0
Q19,1,P_1836.txt,0
Q19,1,P06076.txt,0
Q20,1,L00013.txt,1
Q20,1,S00133.txt,1
Q20,1,L00413.txt,1
Q20,1,S00222.txt,1
Q20,1,C00265.txt,1
Q20,1,L00024.txt,1
Q20,1,D00158.txt,1
Q20,1,C00023.txt,1
Q20,1,S00018.txt,1
Q20,1,T00102.txt,1
